gene,1000:1_0h_1,1000:1_0h_2,1000:1_0h_3,1000:1_24h_1,1000:1_24h_2,1000:1_24h_3,1000:1_4h_1,1000:1_4h_2,1000:1_4h_3,1000:1_8h_1,1000:1_8h_2,1000:1_8h_3,1:1000_0h_1,1:1000_0h_2,1:1000_0h_3,1:1000_24h_1,1:1000_24h_2,1:1000_24h_3,1:1000_4h_1,1:1000_4h_2,1:1000_4h_3,1:1000_8h_1,1:1000_8h_2,1:1000_8h_3,1:1_0h_1,1:1_0h_2,1:1_0h_3,1:1_24h_1,1:1_24h_2,1:1_24h_3,1:1_4h_1,1:1_4h_2,1:1_4h_3,1:1_8h_1,1:1_8h_2,1:1_8h_3,E_coli_0h_1,E_coli_0h_2,E_coli_0h_3,E_coli_24h_1,E_coli_24h_2,E_coli_24h_3,E_coli_4h_1,E_coli_4h_2,E_coli_4h_3,E_coli_8h_1,E_coli_8h_2,E_coli_8h_3,P_putida_0h_1,P_putida_0h_2,P_putida_0h_3,P_putida_24h_1,P_putida_24h_2,P_putida_24h_3,P_putida_4h_1,P_putida_4h_2,P_putida_4h_3,P_putida_8h_1,P_putida_8h_2,P_putida_8h_3
b0098,8482,6768,10839,824,750,578,3110,3624,10710,1847,2339,2403,39,75,124,142,115,67,42,152,43,1263,958,151,5564,4253,9780,356,322,278,2016,1551,12001,841,1081,1042,6309,6829,7796,1865,1726,1839,4001,6537,11478,2667,2312,2096,3,3,0,17,9,0,6,47,0,2,1,6
b0099,84,88,107,7,13,6,60,49,211,29,49,37,0,1,1,2,0,2,1,7,2,8,5,0,75,84,124,2,0,3,45,30,180,5,12,14,92,84,59,39,44,43,53,71,222,33,42,16,0,0,0,0,0,0,0,0,0,0,0,0
b0101,69,95,87,13,30,19,111,94,115,90,71,87,0,2,4,10,10,1,0,2,2,7,3,3,50,39,54,19,14,7,56,52,81,32,30,29,87,85,31,97,73,91,122,156,121,85,83,54,0,0,0,0,1,0,0,1,0,0,0,0
b0102,858,930,779,140,220,106,625,760,592,396,439,364,1,8,8,45,59,18,4,8,3,33,38,10,392,525,563,80,111,68,327,350,331,215,218,205,610,568,259,758,729,730,602,674,665,454,374,385,0,0,0,5,1,0,1,2,0,0,0,0
b0103,412,403,230,175,293,136,227,286,323,256,334,213,3,5,2,44,60,28,0,9,1,29,27,12,235,250,72,72,97,115,172,256,217,198,204,153,290,237,90,991,1021,1109,241,300,315,277,267,232,0,2,0,1,0,0,0,2,0,0,0,3
b0104,3272,4124,2418,64,62,33,1096,3192,3296,2108,1920,2244,20,25,26,17,20,3,15,46,5,335,319,65,1852,1818,1379,13,16,32,450,339,3121,156,197,156,1537,3176,1306,228,252,340,1134,4072,3340,2896,2052,3596,0,1,0,2,8,0,0,40,0,1,4,0
b0106,101,101,61,13,19,6,84,72,57,80,100,74,0,0,2,0,1,1,0,0,1,1,1,3,67,41,61,7,5,4,45,50,50,23,37,20,101,85,56,50,38,40,95,102,74,92,83,74,1,0,0,2,0,0,0,0,0,0,0,0
b0107,133,100,68,28,17,19,103,81,63,74,88,69,1,0,1,4,10,4,1,2,1,10,9,5,82,112,83,6,4,5,68,70,63,27,33,22,87,59,64,62,54,48,87,130,85,80,79,91,0,0,0,0,0,0,0,0,0,0,0,0
b0108,9,7,4,2,0,0,1,1,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,1,0,1,1,12,7,0,1,0,1,4,0,3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
b0109,1505,1467,1049,73,84,58,779,998,1208,655,813,348,13,14,7,34,23,11,6,14,6,58,70,12,1063,938,756,25,21,30,516,436,770,245,406,268,1106,958,452,422,480,678,706,1100,1183,652,724,395,1,0,0,2,2,0,1,12,0,1,1,3
b0110,226,300,178,132,154,70,305,305,394,370,531,272,4,8,4,28,31,8,2,13,0,26,21,16,316,322,250,56,37,41,234,225,330,218,313,213,322,276,480,372,408,490,324,446,412,449,471,356,0,1,0,0,0,0,1,3,0,0,0,0
b0111,354,438,327,175,185,108,686,751,561,751,879,702,10,4,2,55,41,17,3,13,3,50,54,21,546,557,358,61,45,62,562,387,540,341,381,315,426,433,756,485,492,572,842,1217,694,856,860,858,0,3,0,0,0,0,1,5,0,0,0,0
b0112,242,251,173,311,353,239,384,384,202,509,654,435,8,2,4,55,46,24,0,6,1,24,16,3,177,238,110,154,154,95,250,276,168,397,463,394,245,139,130,630,383,383,349,328,174,517,594,367,0,0,0,0,0,0,0,0,0,0,1,0
b0113,704,411,1633,91,132,84,286,231,3447,425,453,329,0,6,0,42,57,7,2,21,0,23,42,6,947,1103,1866,35,46,51,772,335,1948,169,209,195,691,127,455,615,502,592,210,425,2825,538,384,335,0,0,0,0,1,0,2,1,0,1,1,0
b0114,45751,13364,105363,3511,4395,2004,10489,9627,40382,19089,17670,18388,30,495,15,1151,1175,406,245,1061,5,1963,1437,321,6054,5365,10573,1844,1749,1003,12126,6749,13110,9011,11269,8678,21558,17107,33975,12841,11725,11512,11716,14201,34968,25237,19485,20296,7,9,0,33,32,0,17,84,0,10,16,32
b0115,29304,8380,43888,2336,2888,1497,4267,4880,23904,11176,11426,9861,11,166,15,683,586,224,118,538,4,1107,746,302,2117,1770,3949,1117,1032,574,4884,4296,8637,5551,7048,5075,4774,10855,10019,6235,5770,6011,4886,7075,19572,12748,12028,11066,1,5,0,27,13,0,6,53,0,6,0,2
b0116,38492,12428,38753,1217,1432,855,12284,14546,46609,12435,13465,12187,16,107,50,416,345,115,72,459,23,1329,715,267,5113,3511,5620,559,586,436,6531,5520,14232,3790,5002,3582,6376,13481,10906,3754,3257,3913,13102,20305,40810,15985,12615,13881,6,5,0,28,23,0,6,94,0,7,9,6
b0117,58,94,15,104,111,99,103,68,33,175,166,99,1,0,0,45,26,13,0,0,0,7,2,4,64,68,18,35,53,55,88,92,76,81,89,87,45,92,32,344,595,709,89,101,40,147,206,109,0,0,0,0,0,0,0,2,0,1,0,0
b0118,6107,3547,7946,2945,2945,1881,26802,37087,40484,37310,31942,51915,22,67,43,1130,979,439,50,207,14,1201,829,167,4771,3157,4103,1415,1239,1093,9832,7965,16089,5214,8627,6268,6789,3303,11045,9713,7766,7872,33238,48265,38356,41608,35717,70400,7,16,0,27,74,0,13,29,0,12,14,2
b0119,414,860,383,3162,3998,2936,1699,1552,548,2069,2508,2132,11,5,5,509,357,264,1,18,2,77,34,17,597,1159,585,1896,1646,1358,1863,1654,654,1880,1812,1401,594,779,903,6219,5710,6574,2123,2301,698,2194,2586,1834,0,2,0,2,2,0,2,4,0,3,2,3
b0120,5800,2841,3329,215,234,92,563,592,3445,4949,5119,2773,9,30,6,46,40,11,5,29,9,373,363,56,2653,1220,1534,62,57,41,398,296,839,498,772,423,2857,1993,868,872,708,731,558,906,3326,5210,5283,4209,0,1,0,8,2,0,4,23,0,1,3,0
b0121,5012,2598,3266,178,232,66,665,761,3753,4175,4490,2769,6,28,8,42,34,9,7,42,10,345,404,42,2009,1408,1669,44,40,44,478,439,945,383,654,356,2337,1661,955,923,784,872,733,999,3427,4734,4471,4153,3,1,0,3,3,0,1,10,0,0,1,0
b0122,382,282,172,49,45,28,114,140,353,146,141,39,7,4,6,21,16,13,5,11,8,23,27,17,253,111,141,9,5,14,71,75,207,67,112,57,218,133,63,148,205,235,113,147,318,162,160,100,1,0,0,2,0,0,0,0,0,0,0,0
b0123,705,1145,365,796,1032,522,1621,1634,1185,1122,1149,1169,1,5,2,124,118,56,2,8,2,78,57,17,344,534,322,183,171,161,655,553,916,645,739,540,428,820,299,2001,2245,2728,1710,2112,1289,1247,1205,1169,1,0,0,1,4,0,1,14,0,4,2,0
b0124,641,510,2464,13268,14389,10581,10356,6607,1949,4852,3535,7147,0,12,1,1833,1687,1287,12,40,2,24,7,12,140,164,217,6495,5669,3192,3881,3158,1363,6860,5884,7732,394,249,922,26565,17966,19887,10281,8861,2025,7213,4824,6493,9,4,0,8,17,0,7,12,0,9,4,0
b0125,3402,2958,3056,242,351,223,904,860,1665,798,968,732,10,17,19,52,54,11,5,33,8,94,108,31,1383,1256,2520,77,68,77,625,432,1007,420,508,387,2661,2662,1357,852,927,1064,1062,1153,1551,1181,966,793,0,0,0,0,1,0,1,20,0,1,0,0
b0126,1666,1001,1306,133,227,115,1642,2241,3275,769,794,520,1,14,5,81,58,21,7,10,4,58,55,14,996,570,676,55,83,80,512,450,1251,251,318,300,2121,715,757,1444,1351,1524,1297,2219,2635,897,753,596,0,0,0,2,5,0,0,6,0,1,1,0
b0127,2504,2097,2101,619,824,459,851,1032,1444,714,973,578,8,4,9,162,170,66,11,25,3,70,70,23,1265,891,883,431,381,258,503,568,953,513,588,527,1642,1478,1093,1671,2034,2051,768,968,1486,769,826,587,0,1,0,3,2,0,0,11,0,1,2,2
b0128,776,657,867,425,608,440,468,417,489,367,535,382,6,4,1,104,104,61,3,10,1,42,41,5,492,307,432,357,342,208,248,184,406,352,399,510,643,688,565,949,1000,1091,567,495,503,424,609,440,0,1,0,3,0,0,0,2,0,0,0,0
b0129,53,59,88,28,25,16,80,89,47,148,160,137,0,0,1,11,10,6,0,4,2,16,12,14,100,90,75,15,8,10,48,32,61,37,37,56,175,184,181,55,50,79,126,166,95,168,163,171,0,0,0,0,0,0,1,4,0,0,0,1
b0130,241,260,129,70,67,40,225,250,162,127,150,80,6,1,3,16,25,14,0,4,1,14,7,2,131,116,143,36,65,30,109,137,174,96,71,75,99,133,46,252,225,248,197,247,151,110,107,105,0,0,0,0,0,0,1,6,0,0,0,0
b0131,1728,1671,1538,298,488,369,538,559,998,1088,1191,688,14,15,13,78,126,53,8,21,8,59,57,29,1016,787,989,123,158,224,374,375,736,586,824,739,1485,1283,543,1459,1937,2849,412,471,837,1246,1415,848,0,1,0,1,8,0,2,11,0,0,1,0
b0132,88,83,80,21,31,8,93,93,81,107,141,62,1,0,3,6,3,5,0,6,1,13,8,3,99,97,69,7,5,5,67,78,86,48,48,51,90,70,56,76,92,49,81,150,93,111,147,48,0,0,0,1,0,0,1,1,0,0,0,0
b0133,2027,1924,1599,224,299,186,1452,1393,1820,1337,1541,1232,17,23,23,73,52,20,5,38,11,222,239,51,1324,1214,1207,87,91,69,870,666,1348,502,710,568,1744,2740,1159,794,1039,1272,1512,2084,1832,1744,1597,1210,1,2,0,3,0,0,0,16,0,3,3,1
b0134,2533,2715,1849,199,218,127,1945,1748,1927,1606,2005,1305,28,22,24,50,39,20,16,47,10,334,300,68,1461,1509,1259,43,89,82,1171,990,1374,607,758,480,1984,3138,1120,944,1073,1301,1993,2777,2242,2170,1815,1332,0,1,0,8,3,0,2,13,0,1,1,0
b0135,33,38,18,10,16,5,21,35,14,5,15,13,1,0,0,5,2,5,1,1,0,2,0,4,13,24,22,12,15,6,11,16,10,15,11,12,17,17,8,34,33,33,23,29,23,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0
b0136,5,3,0,0,0,0,7,7,6,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,3,3,3,3,3,1,4,2,3,4,10,4,5,4,3,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0
b0137,0,16,4,3,1,1,31,25,7,12,10,14,0,0,0,0,0,1,0,1,0,0,0,0,10,11,4,1,1,0,17,11,17,3,3,3,5,10,4,7,7,8,21,34,6,19,9,3,0,0,0,0,0,0,0,0,0,0,0,0
b0138,8,7,4,0,1,0,25,37,5,11,6,8,0,0,0,0,2,2,0,0,0,0,2,1,3,7,3,1,0,0,17,22,14,7,3,4,3,3,5,9,6,4,16,23,16,9,12,8,0,0,0,0,0,0,0,0,0,0,0,0
b0139,17,13,3,1,4,1,4,16,11,11,17,4,0,0,0,0,2,0,0,1,0,0,0,2,11,9,13,0,0,0,10,4,4,1,1,10,12,15,8,9,12,16,8,9,5,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0
b0140,4,0,0,0,1,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,2,1,0,0,0,0,2,4,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
b0141,7,1,3,0,0,1,1,3,10,1,0,3,0,0,0,0,0,0,0,0,1,3,0,0,2,5,4,0,0,0,4,0,2,0,1,1,3,3,6,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b0142,16,20,35,0,1,2,24,3,17,16,20,15,0,0,3,2,0,0,0,6,5,2,0,0,10,6,12,0,0,0,4,7,3,3,2,3,16,18,4,4,10,15,18,17,35,27,13,9,0,0,0,0,0,0,0,0,0,0,0,0
b0143,7423,7250,4996,237,332,125,1382,1870,4522,1989,2151,1684,14,55,82,64,88,34,26,79,15,282,285,61,2881,2810,3602,82,102,86,869,826,1941,341,420,366,2548,2248,649,1384,1524,1675,1422,1978,4790,2902,2057,2246,2,0,0,1,2,0,1,63,0,2,1,0
b0144,336,291,186,79,107,78,238,206,152,109,133,91,0,2,3,14,31,7,0,7,2,6,7,4,131,89,427,41,33,39,116,105,131,46,56,67,137,155,43,270,385,622,159,219,192,138,130,110,0,0,0,0,0,0,0,1,0,0,0,0
b0145,3239,4007,3029,11850,16803,14435,11187,9411,8114,8438,10194,8651,20,110,117,2253,2137,2069,34,217,63,1253,1228,289,5243,4005,6387,7160,6901,6627,6379,6817,6853,8013,7971,8446,3657,4086,4378,20968,22901,32984,12169,12942,9175,8351,10848,8002,4,14,0,12,13,0,15,30,0,8,7,2
b0146,996,1782,634,12388,17780,11783,6220,5977,2313,7373,9120,6060,16,7,13,2302,2584,1724,16,59,3,253,128,84,1354,1876,727,7267,7057,5948,4659,4697,2941,7649,6835,6784,1306,1797,1820,23476,24647,34051,6384,7454,2968,5846,9922,5954,5,3,0,4,14,1,7,13,0,8,5,2
b0147,165,152,84,2,3,7,43,82,201,33,45,18,1,1,0,1,2,0,0,6,1,12,4,2,87,83,98,3,5,4,23,24,74,12,20,12,120,111,63,19,21,33,44,64,110,40,33,26,0,0,0,0,0,0,0,1,0,0,0,0
b0148,1161,1170,707,225,292,170,554,526,537,1024,1164,823,5,15,8,78,49,22,3,9,1,60,46,17,769,750,632,108,95,79,439,362,456,392,463,377,895,894,491,830,802,905,593,811,672,1350,1096,947,0,1,0,0,2,0,2,8,0,0,0,0
b0149,2415,2047,2246,540,602,354,1213,1086,1338,1550,1820,1513,9,11,19,122,98,56,6,32,8,129,108,35,1190,1094,2004,239,176,120,646,497,896,715,897,816,1817,2614,1921,1431,1301,1293,1312,1527,1522,2057,1865,1725,1,2,0,5,3,0,0,18,0,1,0,2
b0150,928,387,1992,1090,1128,885,327,228,2309,358,407,517,1,9,3,214,188,142,1,21,0,19,24,6,165,219,431,479,468,524,430,294,184,239,287,227,253,355,208,4080,3940,3836,320,294,681,328,500,683,0,0,0,1,0,0,0,3,0,3,2,0
b0151,117,51,140,33,42,44,51,60,187,50,57,58,0,0,0,10,9,5,0,0,0,0,3,2,63,62,30,26,17,10,51,30,34,17,23,16,49,59,28,101,84,102,47,65,75,74,63,101,0,0,0,0,1,0,0,0,0,0,0,0
b0152,142,64,182,8,15,11,37,59,199,39,55,48,0,0,0,0,1,0,0,1,0,3,0,0,32,28,48,5,7,1,41,29,21,14,17,17,40,32,17,57,61,73,44,49,100,57,62,58,0,0,0,0,0,0,0,0,0,0,0,0
b0153,225,51,393,26,22,10,47,49,196,58,80,118,2,1,2,7,4,1,0,2,0,4,1,0,57,35,90,7,8,5,42,28,52,33,37,43,60,85,56,89,50,86,52,84,151,93,72,130,0,0,0,0,0,0,0,1,0,0,0,0
b0154,3381,4059,3141,1180,1328,1111,2734,3036,4320,2128,2516,2098,21,43,60,262,151,83,18,56,15,356,290,60,2299,2975,2623,754,693,414,1540,1267,2813,1150,1235,1114,2980,3662,2368,2227,1739,2041,2881,4092,3929,2340,2587,2461,0,4,0,4,7,0,2,31,0,1,3,4
b0155,786,1139,492,1376,1490,1295,1731,1587,648,2015,2616,2368,4,4,6,323,238,185,0,19,2,73,56,25,417,747,347,746,696,507,1749,1653,710,1441,1667,1667,506,975,536,2120,2000,2306,1713,1804,612,2192,2691,2351,0,2,3,2,7,0,1,3,0,0,2,0
b0156,457,384,450,186,200,235,316,304,103,377,455,230,0,2,0,64,19,33,2,3,1,7,15,10,229,223,262,111,80,95,309,197,287,224,243,318,212,374,216,557,569,788,407,329,202,463,481,289,0,0,0,1,0,0,2,2,0,1,0,0
b0157,186,131,128,14,12,18,39,33,104,100,146,111,1,0,3,1,4,0,1,2,0,12,8,1,84,107,115,5,7,1,22,30,47,31,42,29,83,73,29,55,49,70,33,51,62,155,171,116,1,0,0,0,0,0,0,1,0,0,1,0
b0158,451,319,300,14,25,4,121,145,276,129,177,67,0,2,6,12,6,4,1,4,0,11,7,4,265,169,303,1,1,6,106,66,131,58,57,46,306,314,117,94,71,125,110,180,268,209,161,106,0,0,0,0,2,0,0,2,0,2,1,0
b0159,4401,4550,2992,621,698,389,2704,3283,4402,2666,3175,2287,16,19,35,142,102,51,8,49,12,196,205,53,2910,2555,2748,222,259,209,1175,879,3112,1080,1560,883,4123,4530,3253,1648,1892,2357,2699,4402,4118,3231,3162,2494,1,2,0,7,4,0,2,26,0,1,2,1
b0160,489,769,324,114,177,71,1480,1627,1068,484,590,480,8,3,7,40,55,14,10,21,5,135,84,39,428,506,238,34,53,56,758,779,842,266,221,213,511,457,339,423,573,617,1379,1898,1089,601,529,355,0,0,0,1,3,0,2,3,0,0,1,0
b0161,1442,2046,2779,483,578,326,3708,3021,4115,1496,1346,2133,6,51,26,88,100,48,46,56,8,507,390,59,4577,4012,780,191,185,281,1874,1133,4064,789,896,839,1301,3214,2542,1752,2308,2424,4392,4921,5805,2102,1519,2216,0,1,0,6,3,0,0,16,0,4,0,0
b0162,73,118,75,29,45,26,200,415,472,223,301,273,0,6,6,14,5,1,1,14,1,90,48,25,335,286,262,19,12,14,193,113,331,62,72,72,271,339,212,92,111,133,480,1976,394,275,231,382,0,0,0,2,2,0,1,2,0,0,0,0
b0163,1861,3885,1076,6792,8714,5810,12680,12147,4913,8477,9781,8757,63,36,41,1044,799,438,14,125,17,1046,437,277,3928,5543,1590,3261,3166,1779,7845,8026,6329,5973,5364,4119,2610,4662,3084,13626,12568,13034,13530,17542,5637,8163,10265,5671,6,7,0,5,23,0,6,37,0,6,2,1
b0164,66,55,51,0,8,3,35,80,67,35,32,18,0,0,0,6,1,0,1,1,0,0,7,5,47,47,43,6,2,0,10,21,34,7,5,8,62,41,49,16,14,23,26,57,42,42,23,24,0,0,0,0,0,0,0,0,0,0,0,0
b0166,3999,3679,4072,350,456,357,2578,3072,4535,2200,2957,2081,44,76,60,123,138,46,28,85,38,314,365,88,3047,2073,2420,208,161,155,1495,1203,3303,925,1458,980,4761,3885,3477,1136,1454,1700,2927,4037,4078,2966,2724,2167,1,0,0,9,9,0,3,27,0,5,1,9
b0167,1395,1129,1072,262,287,197,1208,1485,1509,1509,1565,1512,5,11,14,104,80,28,5,23,5,125,74,24,763,646,575,116,101,88,652,510,1060,310,460,382,1105,942,997,746,952,1095,1460,2082,1467,1957,1544,2107,1,0,0,3,4,0,0,12,0,2,0,3
b0168,2589,1629,3280,907,1038,714,966,1237,2449,1066,1461,1052,0,16,9,187,159,80,9,33,9,82,93,25,1116,876,2240,419,332,342,599,564,1269,720,806,595,1876,1752,1228,2117,2531,3246,1105,1588,2291,1515,1510,1108,0,2,0,1,6,0,2,6,0,0,1,0
b0169,54231,48374,69454,16026,20110,12272,4997,6840,53561,28631,32763,24290,355,818,809,2835,2332,1052,363,1073,391,3621,4210,773,46541,36222,107313,5540,5164,2392,4749,3575,21616,12835,16485,11478,78708,49364,39823,41550,32372,33370,5607,9599,44615,38896,33358,29611,18,17,0,103,31,0,23,337,0,24,22,44
b0170,19791,16531,27409,1850,2895,1915,1789,1906,22441,5212,6432,5938,175,320,313,523,417,170,136,389,144,1317,1511,211,16446,10359,39740,665,686,394,1396,836,8744,2344,2973,2549,32700,20183,18258,6732,5924,6630,2196,2913,20141,7707,6234,6945,5,6,0,27,10,0,10,100,0,11,4,4
b0171,4061,4358,4552,340,374,205,1099,1086,4522,1837,2320,1509,17,45,65,108,66,30,9,49,21,150,116,22,2762,1690,5265,167,137,97,697,609,1971,562,721,547,4146,4560,2977,1227,1172,1108,1149,1439,3555,2439,1966,1485,2,1,0,4,1,0,1,20,0,2,1,5
b0172,8625,9999,9818,8163,10128,6281,9967,9535,10176,11753,13804,10615,57,83,130,1431,1222,511,49,162,56,600,659,208,5971,5801,9670,3590,3875,2720,6674,6208,7853,7697,8275,7445,7852,10143,7884,19968,16834,20789,10487,11936,9921,13802,14131,8699,8,8,0,18,21,0,11,47,0,5,6,4
b0173,1720,1634,943,441,497,315,858,828,775,621,849,545,9,6,16,80,117,47,7,16,6,50,38,16,888,713,683,162,197,172,476,545,524,428,525,481,1223,1097,459,1100,1303,1578,829,910,899,762,818,708,0,1,0,0,1,0,1,11,0,2,0,0
b0174,4345,3392,2261,97,176,59,924,1466,2677,2048,2326,1514,27,19,44,42,42,15,5,27,18,220,177,58,3002,2266,2915,51,58,59,554,626,1525,359,405,325,2510,2091,828,548,752,746,1046,1495,2674,2574,2271,2055,0,0,0,3,1,0,0,20,0,2,3,0
b0175,1123,765,818,216,271,133,424,516,729,903,1057,775,8,13,16,52,55,31,0,17,7,61,33,17,806,557,1101,119,145,100,348,331,490,349,403,352,678,705,442,813,676,814,512,577,953,1032,1047,965,0,0,0,1,2,0,0,6,0,0,1,0
b0176,5021,4243,3631,876,1021,486,2150,2341,3823,5047,5841,3728,32,47,57,234,180,93,21,80,34,211,227,95,6027,3699,3675,378,348,204,1531,1355,2557,1697,2341,1523,5914,5408,3468,3219,2978,2633,2235,3565,4470,6188,5991,4734,4,2,0,17,3,0,3,13,0,4,2,0
b0177,19760,13084,19545,1716,2351,1272,9446,10532,22075,11018,13238,12589,78,167,263,428,344,207,130,242,88,1782,1678,240,19558,11355,18776,785,794,514,4176,3510,16625,3141,4547,3827,19696,18888,18665,5610,5292,5066,11679,15585,23825,14494,13954,14913,9,3,0,35,22,0,7,71,0,7,8,16
b0178,3735,3745,5449,1017,1428,930,2451,2768,4836,3117,3541,3064,13,33,49,281,250,122,29,77,24,343,338,51,3399,2847,3488,488,559,326,1295,1251,3441,1215,1436,1351,3943,3694,6694,2968,2879,3475,2492,2968,5051,3963,3522,3281,1,2,0,8,13,0,1,18,0,2,0,4
b0179,6993,6771,8358,1557,2000,1329,2211,2651,4796,3561,4628,3651,25,47,96,385,343,186,28,98,43,215,223,71,5550,4406,5203,724,755,592,1311,1323,3264,1821,2338,2191,5554,5735,4155,6098,5511,5870,2353,2615,4397,4630,4706,3629,2,1,0,8,5,0,0,52,0,7,2,3
b0180,4049,3258,3255,579,767,344,1359,1242,2103,1679,2076,1255,12,32,37,169,150,68,22,50,28,200,182,64,2061,1716,1486,231,191,201,847,760,1079,888,1076,747,3161,3003,1622,1981,2139,2663,1459,1968,2416,2122,2094,1577,1,1,0,12,3,0,0,18,0,1,1,2
b0181,2676,2122,2813,501,621,381,1153,997,1813,1337,1600,1423,17,30,32,124,139,64,15,48,18,157,206,54,1366,1067,1719,182,165,156,713,546,1147,707,844,754,2147,2180,1342,1354,1524,1839,1322,1554,1717,1747,1682,1516,1,0,0,6,1,0,0,17,0,0,1,0
b0182,1651,1041,1212,41,75,31,261,380,783,372,517,365,5,11,29,15,23,4,2,22,12,56,46,24,641,354,600,22,12,26,190,185,490,140,177,206,1130,1241,355,291,457,441,292,440,666,523,516,453,0,2,0,3,0,0,0,9,0,1,1,0
b0183,429,316,412,5,12,8,148,130,292,144,148,134,2,5,4,8,7,2,2,8,1,20,18,9,289,123,241,4,5,3,68,60,181,29,46,49,311,359,173,72,78,100,163,186,282,207,170,156,0,0,0,0,0,0,0,0,0,0,0,0
b0184,6376,4218,5250,926,1123,577,1490,1421,2528,2903,3526,3283,15,29,55,203,215,82,17,70,22,209,214,48,3685,2039,3562,336,329,296,1071,855,1711,1304,1855,1475,5676,5584,2927,3979,3776,3972,1885,1933,2628,3948,3537,3715,1,2,0,11,4,0,3,38,0,1,0,0
b0185,3619,3202,4293,720,930,620,1494,1735,3393,1522,2006,1747,10,28,65,136,123,67,18,29,14,190,213,31,2694,1882,3667,342,326,229,794,765,1892,709,973,933,2801,2832,2082,2489,2171,2460,1499,1748,3416,2059,1912,1897,3,1,0,8,7,0,1,5,0,1,0,0
b0186,795,1423,458,1365,1751,757,8553,8041,1820,5281,5723,5063,0,2,2,317,337,189,2,16,7,115,52,28,319,626,284,764,718,490,5897,6485,2856,2959,3160,2809,265,1227,859,3620,2897,3224,9809,9063,2377,5199,5858,5942,3,5,0,4,19,0,0,13,0,1,5,0
b0187,97,140,58,96,146,92,594,498,117,384,362,373,0,0,0,33,20,15,0,2,0,17,6,4,68,86,52,71,44,41,415,450,230,218,175,291,56,127,94,260,233,285,736,653,203,355,386,390,0,0,0,0,1,0,0,0,0,0,0,0
b0188,798,930,517,74,67,35,940,800,675,504,641,423,2,5,9,24,15,8,1,9,3,24,46,10,440,513,371,32,22,19,563,522,339,186,308,228,557,677,260,312,360,385,950,950,517,706,549,528,1,0,0,1,0,0,1,0,0,0,1,0
b0189,99,183,51,137,186,179,314,411,192,273,263,224,2,4,2,43,49,25,0,4,0,27,28,8,82,133,92,65,71,74,233,295,206,168,147,200,128,135,93,447,491,586,332,379,184,250,343,287,1,0,0,0,0,0,0,0,0,0,0,0
b0190,349,438,308,24,38,18,228,342,436,122,158,64,3,3,5,11,6,2,2,17,4,24,26,10,233,219,266,24,12,9,111,97,291,52,89,40,328,286,131,136,111,107,191,307,486,150,141,90,0,0,0,1,1,0,0,5,0,0,0,0
b0191,68,100,74,56,70,41,120,145,99,90,79,98,0,0,0,20,11,2,0,1,1,9,7,0,55,51,75,23,18,11,54,52,90,74,42,42,55,62,54,295,217,220,75,145,143,115,129,68,0,0,0,0,0,0,0,0,0,0,0,0
b0192,495,639,265,367,387,237,1089,1091,716,913,1081,1036,2,3,1,120,73,75,3,4,0,64,44,17,268,389,321,184,122,122,774,831,610,516,535,454,393,445,406,1240,922,880,1252,1428,665,1044,1028,795,1,0,0,0,1,0,0,5,0,0,2,0
b0193,35,26,25,11,6,4,44,48,70,37,45,26,0,1,4,0,4,0,0,0,0,8,6,0,28,25,86,4,2,3,27,25,42,6,11,6,48,48,38,32,25,45,46,55,21,55,52,35,0,0,0,0,0,0,0,0,0,1,0,0
b0194,10176,9288,10180,1256,1625,1060,3708,3919,7092,3479,3873,3340,21,95,84,306,302,116,25,85,35,439,532,66,6209,5015,10398,678,606,417,2185,1712,3845,1713,1913,1660,9260,12076,6004,3712,3904,4521,4409,5025,6501,4842,3950,3906,3,2,0,25,14,0,6,65,0,2,3,4
b0195,304,301,239,22,15,18,114,138,201,54,52,69,0,3,5,5,6,0,0,3,3,5,2,4,96,68,180,9,13,6,42,57,78,16,13,38,113,93,53,70,81,101,100,99,219,58,62,40,0,0,0,0,1,0,0,1,0,1,0,0
b0196,1098,1612,758,21,29,19,785,783,1055,293,324,143,5,1,11,8,10,2,3,10,2,31,26,10,761,775,449,8,6,13,370,319,688,90,81,50,502,743,305,160,216,258,586,777,1117,347,231,214,0,0,0,1,1,0,0,7,0,2,0,0
b0197,1695,2382,2440,228,251,124,3678,2956,2192,1524,1813,1702,43,20,13,55,49,49,8,72,22,334,207,61,1271,1793,1541,68,66,43,3758,1499,1158,408,553,391,1714,1568,1750,682,670,719,4268,3960,1733,2034,1570,921,1,0,0,3,2,0,3,16,0,0,0,0
